EventPlayerID,Season,Ast,Block,Foul,Reb,Steal,Turnover,Made,Attempts,Possible
1236,2017,4,0,6,3,0,3,7,19,3
1237,2017,70,4,52,49,18,45,28,78,30
1238,2017,8,20,84,118,8,16,75,122,34
1239,2017,67,3,40,134,15,49,108,263,112
1240,2017,9,10,39,65,7,7,25,41,11
1244,2017,19,21,93,199,9,70,135,327,98
1245,2017,3,0,5,2,2,4,1,7,4
1246,2017,8,2,10,27,6,8,21,51,17
1255,2017,5,2,16,19,7,6,11,25,9
1256,2017,50,18,76,126,59,51,138,279,45
1258,2017,3,0,3,3,0,2,2,9,1
1259,2017,1,1,8,7,1,3,7,13,12
1260,2017,107,9,83,155,24,57,129,284,138
1266,2017,14,4,57,70,7,21,66,99,47
1272,2017,137,1,58,49,22,33,71,137,80
1274,2017,40,14,74,196,23,66,180,421,153
1275,2017,9,6,42,43,6,10,22,53,15
1276,2017,3,0,3,2,0,2,4,10,2
1277,2017,46,6,58,80,27,34,77,174,95
1280,2017,15,26,103,170,20,38,96,156,81
1282,2017,23,9,60,87,10,11,103,238,26
1287,2017,79,3,76,130,51,57,155,353,141
1289,2017,27,0,36,40,11,16,25,65,21
1292,2017,51,8,51,83,21,36,83,195,98
1296,2017,41,46,80,272,19,57,122,222,106
1298,2017,5,5,14,31,2,7,12,32,0
1299,2017,9,9,25,40,5,18,36,61,23
1301,2017,82,9,101,103,55,69,152,366,82
1303,2017,2,0,8,17,1,2,1,8,2
1304,2017,17,2,46,70,21,13,26,78,19
1309,2017,110,4,80,97,34,86,147,347,127
1311,2017,0,4,18,15,2,9,4,10,7
1313,2017,6,0,16,8,2,6,14,43,2
1315,2017,56,63,93,312,19,84,233,441,295
1319,2017,117,2,35,116,22,42,41,116,47
1322,2017,5,1,31,60,10,11,18,31,20
1334,2017,20,2,66,149,20,20,81,206,42
1339,2017,5,2,14,21,2,3,13,36,6
1341,2017,0,0,2,0,0,0,0,0,2
1342,2017,1,0,1,2,0,0,0,4,6
1344,2017,151,0,63,125,22,137,288,649,230
1347,2017,16,0,74,95,33,7,73,199,14
1350,2017,0,0,0,1,0,0,0,0,0
1351,2017,0,0,12,14,3,1,5,9,16
1352,2017,14,33,72,137,12,14,59,122,38
1357,2017,95,1,64,121,32,80,187,490,181
1361,2017,2,31,94,131,8,19,35,53,27
1364,2017,8,1,17,6,2,5,5,9,4
1367,2017,18,6,98,170,15,47,68,142,93
1368,2017,2,10,41,104,4,9,21,39,33
1376,2017,55,3,71,60,32,55,112,261,76
1380,2017,6,37,84,145,10,22,30,72,58
1381,2017,2,26,51,61,3,14,14,27,22
1384,2017,0,0,5,3,2,0,2,11,2
1385,2017,24,3,78,55,22,52,119,297,89
1388,2017,2,0,8,30,1,4,10,26,20
1389,2017,17,13,56,119,18,34,91,246,31
1390,2017,6,0,15,12,3,5,10,32,11
1392,2017,9,3,27,51,2,13,25,88,24
1395,2017,0,0,1,3,0,0,1,2,2
1398,2017,100,0,69,72,30,57,117,286,91
1400,2017,0,2,7,10,0,2,3,10,0
1401,2017,25,2,33,74,14,11,96,226,17
1406,2017,28,5,51,119,16,48,136,307,53
1410,2017,14,1,43,41,4,28,37,102,55
1411,2017,0,0,8,11,0,2,7,17,5
1412,2017,18,11,50,66,10,6,23,106,33
1416,2017,2,0,4,4,0,2,1,6,2
1420,2017,0,0,0,0,0,0,0,1,0
1422,2017,0,0,1,0,0,0,0,1,2
1427,2017,117,0,85,66,36,96,129,340,129
1428,2017,9,4,38,54,5,18,22,71,34
1429,2017,59,3,53,99,31,37,104,245,56
1430,2017,30,71,84,184,12,40,61,121,54
1432,2017,46,29,92,316,18,64,145,302,182
1433,2017,8,22,56,101,4,18,39,70,59
1435,2017,64,2,62,98,22,39,63,141,39
1441,2017,0,1,9,19,1,0,11,20,3
1443,2017,23,3,48,78,14,20,83,199,36
1444,2017,4,4,14,18,1,5,7,21,6
1446,2017,82,16,65,158,65,95,279,637,207
1448,2017,0,0,0,0,0,0,0,0,5
1449,2017,0,0,0,2,0,0,0,0,0
1451,2017,54,64,111,172,18,34,81,154,34
1453,2017,35,13,69,137,37,20,83,193,36
1455,2017,48,6,52,70,26,52,77,142,57
1457,2017,19,14,68,129,13,29,47,82,43
1458,2017,0,0,10,4,3,4,6,25,16
1465,2017,24,6,53,58,7,32,25,80,7
1466,2017,2,0,3,2,1,0,1,4,0
1469,2017,18,0,18,21,6,19,2,12,8
1474,2017,0,0,1,1,1,2,1,4,0
1476,2017,61,5,105,149,20,94,116,266,211
1477,2017,23,1,22,16,8,11,16,44,5
1479,2017,42,10,86,146,33,68,189,386,126
1480,2017,5,2,25,43,4,14,17,49,18
1481,2017,90,4,85,147,30,62,128,256,93
1483,2017,2,0,4,7,0,3,6,13,8
1484,2017,11,2,30,25,3,11,36,95,15
1485,2017,0,0,0,0,0,0,1,1,0
1493,2017,142,1,84,90,31,57,42,136,43
1500,2017,7,23,47,47,2,18,29,47,34
1502,2017,95,7,75,122,44,56,84,206,51
1504,2017,80,5,52,100,29,53,171,385,117
1507,2017,5,3,49,46,1,8,15,36,16
1508,2017,0,0,0,0,0,0,0,0,0
1509,2017,80,4,95,195,34,63,178,351,97
1514,2017,93,31,79,214,24,67,150,357,73
1516,2017,6,1,46,45,4,21,14,38,15
1519,2017,1,0,1,0,1,0,0,1,0
1520,2017,92,2,33,114,36,77,183,429,162
1521,2017,3,2,30,26,2,4,10,23,16
1523,2017,55,16,91,211,24,70,166,307,170
1526,2017,18,6,46,84,11,30,33,82,51
1527,2017,93,1,64,40,32,54,69,162,62
1531,2017,47,5,48,59,20,45,56,107,64
1532,2017,15,16,80,110,10,22,64,154,21
1534,2017,1,0,0,0,0,0,0,0,0
1535,2017,23,3,38,56,9,25,46,119,35
1537,2017,10,1,36,35,4,9,22,79,10
1539,2017,1,0,1,3,0,2,2,5,0
1542,2017,79,2,71,77,22,64,57,146,32
1543,2017,65,1,58,53,31,41,28,73,32
1547,2017,58,5,83,119,37,83,151,325,98
1553,2017,31,30,60,133,15,42,127,273,50
1554,2017,7,1,33,21,5,17,12,37,13
1558,2017,1,1,1,11,1,3,3,6,8
1565,2017,21,4,89,198,14,42,83,199,115
1567,2017,22,0,7,23,7,14,25,70,8
1572,2017,7,16,70,99,9,46,52,125,49
1573,2017,3,1,16,13,5,9,22,57,10
1584,2017,1,0,0,0,0,0,1,1,0
1588,2017,12,13,65,162,15,32,94,171,52
1590,2017,0,13,69,45,5,16,14,26,16
1592,2017,41,10,56,209,27,54,180,384,187
1596,2017,0,0,0,0,0,1,0,0,0
1597,2017,9,2,42,50,8,16,20,50,9
1598,2017,17,19,49,79,11,34,48,138,23
1600,2017,58,3,63,88,25,37,123,270,103
1601,2017,1,10,37,42,4,10,7,33,13
1609,2017,32,2,54,60,13,16,48,143,14
1614,2017,15,3,52,48,10,23,32,81,33
1619,2017,14,13,48,100,17,29,84,189,59
1620,2017,1,4,32,26,3,8,5,12,7
1622,2017,0,2,11,0,1,0,0,0,4
1623,2017,0,0,1,0,0,0,0,0,2
1628,2017,123,8,44,98,32,88,187,395,181
1630,2017,12,9,67,107,0,33,63,126,41
1631,2017,6,4,35,36,4,8,24,52,16
1634,2017,35,8,61,52,23,32,58,152,45
1640,2017,29,1,34,63,16,22,96,251,33
1642,2017,16,7,57,62,16,20,47,112,22
1650,2017,70,14,88,161,29,41,88,182,88
1653,2017,10,4,26,33,1,12,17,34,4
1654,2017,29,11,67,112,40,47,95,230,88
1663,2017,1,0,3,2,0,1,2,5,0
1666,2017,36,3,60,73,24,39,89,217,98
1668,2017,61,2,70,54,21,59,40,123,65
1671,2017,16,3,60,45,18,15,21,50,33
1675,2017,5,0,21,11,5,8,23,74,2
1677,2017,39,2,55,91,19,28,101,263,58
1678,2017,38,10,58,112,19,53,102,198,48
1683,2017,21,15,59,93,19,43,58,135,39
1684,2017,1,2,10,12,2,3,4,11,5
1686,2017,57,9,48,154,44,49,131,291,92
1691,2017,72,4,60,63,39,60,97,214,106
1694,2017,5,1,14,8,0,1,6,15,3
1697,2017,29,84,85,196,21,50,149,233,149
1701,2017,3,0,9,5,2,3,8,38,4
1703,2017,36,0,61,51,26,36,18,84,31
1707,2017,29,1,14,19,8,16,12,38,30
1708,2017,3,2,28,14,4,12,12,37,3
1713,2017,37,1,47,45,11,31,38,100,26
1714,2017,3,0,22,12,5,8,5,22,2
1715,2017,26,4,30,45,12,24,38,121,7
1718,2017,21,4,28,33,11,20,25,75,17
1723,2017,1,0,6,8,1,3,6,14,2
1735,2017,45,2,47,60,19,31,77,197,21
1736,2017,40,16,94,271,41,87,145,337,143
1742,2017,1,13,84,127,12,29,48,105,72
1743,2017,39,6,46,131,24,65,187,526,93
1746,2017,13,10,58,96,7,29,31,77,34
1752,2017,0,0,2,0,0,0,0,2,0
1754,2017,2,22,56,53,4,19,28,53,40
1756,2017,158,11,53,165,42,47,130,330,99
1757,2017,76,42,67,283,36,41,146,276,119
1759,2017,52,9,63,84,34,35,99,201,87
1763,2017,96,30,78,150,46,44,168,355,112
1766,2017,68,0,32,35,16,16,37,90,14
1767,2017,46,4,63,77,44,40,101,267,42
1769,2017,2,0,0,2,0,0,0,2,0
1771,2017,7,3,34,37,6,20,27,77,19
1776,2017,20,15,25,88,17,16,45,90,32
1779,2017,1,0,6,7,2,3,4,13,10
1782,2017,26,3,67,85,14,25,56,151,45
1783,2017,13,12,42,102,14,33,67,126,48
1788,2017,2,0,4,9,0,2,17,46,4
1789,2017,1,0,7,8,2,4,1,1,3
1790,2017,41,0,31,34,16,12,58,162,9
1793,2017,20,4,50,96,9,42,60,124,78
1798,2017,107,2,87,76,40,55,66,191,80
1801,2017,8,5,46,40,9,13,27,64,7
1804,2017,22,32,105,190,25,70,139,301,159
1812,2017,91,4,73,77,30,36,63,182,70
1813,2017,95,3,59,65,27,61,84,196,84
1815,2017,0,0,0,0,0,0,0,0,0
1817,2017,14,3,35,60,11,24,50,111,24
1818,2017,38,1,68,85,31,35,69,194,46
1821,2017,51,30,54,207,27,56,220,441,168
1822,2017,2,0,0,4,2,0,1,1,2
1823,2017,62,7,51,93,37,47,86,227,30
1824,2017,23,27,97,247,23,49,72,136,94
1826,2017,0,0,0,0,0,0,1,2,0
1828,2017,51,21,44,143,25,40,90,235,31
1831,2017,44,1,40,79,34,27,103,248,81
1832,2017,6,0,8,4,2,7,4,21,0
1834,2017,1,0,1,0,1,1,1,5,0
1847,2017,0,0,2,3,1,0,4,12,0
1855,2017,25,6,37,56,9,34,63,179,36
1857,2017,8,9,31,46,6,4,15,24,12
1861,2017,19,19,80,148,9,51,120,263,62
1864,2017,7,7,28,48,8,9,21,68,20
1865,2017,17,3,23,40,20,13,3,9,4
1867,2017,4,0,2,5,1,2,4,10,3
1875,2017,2,0,13,13,5,3,15,48,12
1878,2017,8,0,28,16,9,19,19,40,6
1884,2017,9,18,85,73,20,17,36,63,36
1885,2017,98,0,70,78,25,48,73,195,82
1888,2017,33,10,75,87,25,36,112,313,70
1889,2017,19,8,33,80,17,21,38,79,17
1892,2017,5,0,11,9,7,4,5,16,6
1893,2017,11,26,67,136,2,22,68,124,49
1894,2017,23,35,104,284,24,44,139,309,92
1899,2017,2,9,52,71,3,15,27,52,18
1904,2017,2,2,26,37,7,10,18,43,24
1910,2017,0,0,11,18,0,6,5,28,2
1913,2017,39,7,60,139,20,52,74,187,76
1919,2017,0,0,0,1,0,0,0,1,0
1921,2017,81,14,97,224,35,67,121,284,68
1922,2017,27,1,27,31,16,29,31,78,19
1924,2017,134,5,72,124,49,86,195,428,111
1926,2017,51,0,27,51,12,30,59,153,78
1928,2017,8,3,60,76,7,37,52,109,41
1929,2017,47,2,73,116,37,67,162,466,82
1930,2017,7,0,38,38,4,11,20,65,9
1938,2017,39,24,101,289,38,89,168,362,159
1939,2017,111,1,79,122,35,58,174,398,247
1943,2017,0,0,0,0,0,1,0,1,0
1944,2017,4,19,56,100,7,14,32,63,26
1945,2017,10,36,91,197,9,30,77,122,65
1946,2017,6,2,7,21,7,2,7,21,17
1948,2017,59,12,75,103,27,40,84,227,60
1950,2017,6,1,20,29,0,5,12,45,5
1954,2017,1,4,22,13,5,2,5,13,13
1956,2017,60,8,45,68,25,45,53,174,42
1958,2017,42,6,60,72,31,46,153,317,129
1963,2017,74,1,57,70,32,63,46,122,40
1964,2017,10,0,15,19,6,9,9,24,9
1965,2017,6,5,49,40,4,19,20,34,13
1969,2017,0,0,1,0,0,1,0,0,0
1970,2017,0,0,1,1,0,0,1,2,2
1974,2017,30,3,40,44,10,19,43,97,21
1977,2017,2,2,5,5,0,2,3,6,5
1980,2017,2,1,0,2,1,0,3,8,0
1984,2017,123,0,83,73,31,66,129,279,67
1986,2017,27,12,85,139,22,65,147,327,130
1987,2017,31,25,81,218,13,65,91,184,96
1989,2017,30,11,55,108,13,49,81,173,41
1990,2017,9,8,32,28,3,20,29,79,25
1993,2017,35,10,61,144,20,52,95,237,77
1996,2017,0,0,0,1,0,0,0,0,0
1997,2017,38,3,39,28,8,25,19,64,17
2003,2017,16,3,30,19,9,15,28,81,21
2004,2017,40,3,45,28,24,28,44,130,50
2007,2017,50,10,54,101,12,43,58,169,54
2010,2017,61,47,84,196,15,39,77,151,81
2012,2017,113,8,89,179,67,98,166,356,104
2013,2017,33,11,81,185,16,44,159,327,150
2015,2017,23,7,69,225,15,57,137,294,76
2017,2017,2,0,1,1,0,1,0,0,0
2021,2017,15,7,79,124,9,25,71,131,56
2025,2017,23,1,37,31,10,15,40,101,36
2026,2017,0,0,1,0,0,1,0,3,0
2029,2017,15,3,28,63,5,16,29,91,14
2036,2017,142,47,71,136,41,81,204,400,174
2043,2017,10,15,27,63,7,18,32,75,38
2045,2017,11,1,16,39,15,13,28,70,23
2046,2017,42,17,97,202,14,39,68,127,81
2047,2017,47,20,58,170,53,53,193,449,129
2052,2017,178,1,51,61,48,72,100,248,105
2055,2017,6,8,24,37,0,13,16,41,18
2059,2017,28,8,63,132,10,22,42,113,59
2060,2017,53,13,64,95,31,58,110,268,83
2061,2017,13,0,42,43,10,12,38,100,24
2064,2017,69,4,94,95,26,57,146,379,136
2065,2017,57,22,94,351,38,67,162,336,160
2066,2017,84,21,75,87,30,62,96,261,80
2069,2017,0,0,1,1,1,4,0,3,0
2075,2017,57,0,37,55,35,29,52,130,14
2076,2017,0,0,4,1,0,0,1,5,0
2081,2017,15,16,67,113,15,26,54,127,49
2083,2017,29,0,29,27,16,24,29,66,15
2088,2017,51,4,55,72,24,55,100,251,101
2089,2017,15,2,39,51,7,16,24,53,11
2090,2017,8,0,12,6,3,6,2,7,6
2091,2017,24,2,27,55,11,16,38,93,13
2093,2017,14,2,22,18,2,7,16,32,12
2094,2017,16,10,40,103,3,23,40,84,24
2098,2017,1,0,4,1,0,4,1,3,0
2099,2017,51,18,57,146,31,53,142,299,86
2102,2017,1,0,3,4,0,2,0,3,2
2103,2017,92,0,42,54,26,48,128,320,84
2106,2017,7,9,29,59,5,8,23,43,20
2107,2017,16,15,23,46,0,12,16,30,13
2109,2017,184,7,67,127,34,98,162,387,92
2110,2017,1,0,0,0,0,0,0,2,0
2114,2017,8,86,104,199,6,48,87,153,113
2122,2017,7,6,25,41,3,6,20,40,8
2123,2017,4,16,53,62,7,30,30,78,44
2124,2017,20,37,83,228,7,50,102,214,101
2125,2017,0,0,1,1,0,0,0,2,0
2127,2017,6,0,2,10,7,4,11,22,10
2130,2017,43,5,69,118,10,42,74,184,65
2131,2017,7,2,6,20,1,8,21,43,13
2133,2017,0,0,0,1,0,0,0,1,0
2134,2017,5,8,90,105,4,50,68,130,67
2137,2017,0,0,3,1,0,1,1,3,2
2138,2017,0,1,0,5,0,1,2,4,0
2140,2017,79,7,71,133,33,57,143,388,91
2142,2017,99,11,38,111,34,66,97,253,106
2143,2017,53,4,78,108,33,40,89,230,64
2147,2017,25,64,94,107,8,29,51,120,59
2154,2017,16,16,73,127,12,46,86,153,103
2155,2017,10,0,18,24,8,23,42,97,18
2157,2017,87,5,59,59,27,59,112,272,141
2159,2017,4,0,15,36,7,15,11,25,24
2167,2017,43,2,45,32,21,40,22,70,50
2169,2017,26,17,79,146,22,52,79,242,93
2170,2017,2,5,49,60,6,8,14,36,25
2171,2017,4,0,9,13,5,8,7,23,8
2177,2017,1,0,3,7,0,0,1,11,9
2182,2017,63,8,86,102,38,48,95,252,64
2183,2017,8,14,79,109,8,14,14,46,41
2188,2017,23,1,51,69,3,31,92,263,45
2190,2017,17,1,59,112,13,43,80,239,70
2194,2017,43,12,44,114,19,40,62,146,59
2195,2017,1,0,1,0,0,0,1,4,2
2197,2017,1,0,2,3,1,3,1,6,0
2201,2017,0,0,3,3,0,0,4,8,4
2204,2017,39,0,55,50,17,28,32,96,15
2205,2017,5,0,10,14,2,6,3,5,2
2206,2017,82,21,82,160,20,80,130,278,71
2208,2017,20,0,34,30,7,19,16,37,18
2209,2017,54,5,59,103,21,57,118,278,80
2219,2017,57,6,59,122,22,68,158,350,105
2223,2017,13,8,18,47,5,9,25,49,16
2227,2017,36,13,59,100,9,38,65,125,44
2228,2017,37,3,66,82,18,34,77,148,26
2229,2017,4,4,23,26,2,5,16,50,25
2236,2017,61,6,54,167,25,33,97,219,48
2238,2017,38,1,35,28,8,25,16,34,7
2242,2017,83,2,71,98,20,77,236,521,105
2246,2017,5,1,26,45,6,11,48,75,27
2247,2017,19,3,13,43,4,8,19,41,28
2248,2017,16,9,65,116,12,14,55,119,42
2249,2017,22,4,60,131,14,22,101,224,56
2250,2017,29,4,47,68,11,33,60,137,49
2252,2017,5,10,24,58,0,10,28,52,26
2255,2017,49,4,34,30,14,33,28,74,29
2257,2017,3,1,10,12,2,3,6,15,7
2258,2017,40,49,97,208,30,59,194,286,83
2259,2017,3,0,3,3,1,0,5,9,0
2262,2017,114,14,55,196,52,69,163,317,75
2263,2017,156,0,34,46,27,67,93,184,50
2265,2017,27,2,47,63,15,21,46,106,40
2268,2017,65,3,85,144,26,56,145,360,153
2269,2017,8,54,78,74,9,23,29,45,33
2270,2017,0,0,3,7,1,0,3,10,0
2271,2017,90,2,77,103,52,71,145,338,63
2272,2017,33,8,64,149,19,47,80,171,110
2276,2017,25,12,34,99,38,43,140,377,33
2288,2017,14,4,34,38,10,12,16,35,7
2289,2017,3,7,50,52,1,26,29,66,20
2292,2017,73,0,69,74,33,46,27,69,67
2294,2017,18,27,119,184,26,59,120,234,132
2295,2017,7,5,47,81,2,16,9,24,8
2299,2017,111,9,73,122,34,51,44,110,73
2300,2017,27,2,46,81,24,45,83,211,44
2302,2017,62,9,57,68,19,71,102,247,137
2304,2017,52,6,38,77,21,32,70,134,49
2307,2017,0,0,0,0,0,0,1,1,0
2309,2017,17,9,33,75,13,20,25,71,17
2310,2017,37,4,55,102,28,60,169,416,95
2311,2017,0,0,6,0,0,2,1,8,2
2322,2017,70,4,100,125,57,56,109,240,128
2323,2017,12,16,66,68,4,23,24,51,47
2326,2017,1,0,6,4,0,1,1,6,0
2330,2017,3,5,34,37,3,16,15,31,13
2332,2017,4,5,31,10,3,5,21,60,19
2333,2017,5,25,78,120,17,34,39,64,42
2334,2017,47,20,66,175,16,67,91,168,85
2336,2017,7,0,27,13,4,13,5,15,10
2345,2017,0,0,0,0,0,0,0,1,0
2348,2017,42,15,73,188,29,49,140,273,108
2361,2017,10,21,57,50,5,25,27,48,11
2363,2017,0,10,39,33,3,6,8,15,7
2367,2017,0,0,0,0,0,1,0,0,0
2369,2017,0,0,2,2,0,0,0,1,0
2371,2017,66,3,90,127,48,54,106,265,131
2374,2017,0,0,7,1,2,3,5,10,3
2375,2017,1,0,0,1,0,0,0,1,0
2377,2017,130,6,57,112,37,72,158,355,143
2381,2017,47,8,73,81,32,33,67,141,51
2383,2017,6,1,24,25,2,18,21,66,16
2385,2017,4,0,6,5,2,0,5,27,3
2388,2017,10,0,5,25,5,10,20,52,13
2392,2017,150,10,70,105,28,77,150,355,129
2394,2017,0,0,1,1,0,1,1,1,0
2396,2017,43,17,102,228,33,54,121,239,102
2397,2017,50,1,44,59,12,25,25,56,25
2398,2017,4,11,22,50,5,7,20,38,11
2400,2017,52,1,39,58,20,29,45,120,14
2405,2017,1,33,65,50,6,16,32,59,30
2407,2017,29,11,67,148,12,42,166,395,119
2408,2017,11,42,82,183,6,48,128,207,143
2412,2017,8,0,27,24,4,9,19,49,23
2414,2017,5,0,13,6,4,10,12,46,1
2415,2017,42,3,36,35,15,17,41,89,34
2417,2017,26,14,60,257,21,81,166,378,148
2419,2017,5,5,25,25,5,14,15,34,15
2422,2017,13,13,49,71,9,27,47,74,37
2423,2017,0,0,9,7,0,4,7,15,10
2424,2017,69,2,63,45,12,21,41,99,30
2425,2017,0,0,0,2,0,0,2,7,0
2431,2017,32,0,39,43,9,51,46,106,25
2437,2017,14,7,57,43,7,18,25,53,14
2442,2017,30,0,36,73,7,32,35,90,40
2444,2017,3,0,5,3,0,3,2,10,4
2445,2017,49,1,68,95,20,63,107,248,101
2446,2017,0,0,1,3,0,1,3,6,0
2451,2017,26,4,49,125,21,54,94,252,37
2452,2017,70,28,65,263,28,53,233,471,144
2457,2017,0,0,0,0,0,1,0,0,0
2461,2017,11,8,49,69,7,18,29,55,19
2462,2017,0,0,1,0,0,0,0,2,0
2464,2017,0,0,0,0,0,0,0,0,0
2465,2017,0,0,1,0,1,0,0,2,0
2466,2017,127,0,77,125,41,82,215,503,202
2468,2017,107,2,80,125,35,53,81,197,75
2471,2017,6,2,31,36,3,15,18,42,9
2474,2017,9,9,48,28,2,16,25,42,11
2475,2017,8,4,17,24,4,6,11,39,8
2476,2017,0,0,0,0,0,0,0,0,0
2478,2017,53,9,33,72,10,42,37,109,31
2479,2017,56,4,64,119,13,37,50,126,25
2481,2017,24,0,32,40,9,13,23,78,17
2483,2017,1,0,0,0,0,0,0,1,0
2486,2017,0,0,0,0,0,0,0,0,0
2488,2017,78,26,55,148,31,60,145,320,147
2489,2017,38,1,33,57,11,34,31,94,21
2491,2017,7,1,24,32,3,12,25,42,24
2492,2017,38,1,55,57,13,23,50,144,40
2494,2017,77,9,67,112,45,25,75,139,77
2497,2017,1,0,0,0,0,0,0,2,1
2499,2017,3,2,13,10,1,3,9,13,7
2503,2017,26,16,76,121,18,34,63,138,50
2504,2017,10,11,38,59,6,23,39,92,36
2505,2017,0,0,0,0,0,0,0,0,0
2509,2017,36,16,71,127,36,45,119,230,167
2514,2017,141,3,75,95,48,66,141,304,123
2519,2017,0,0,0,0,0,0,0,1,1
2520,2017,28,31,81,149,16,31,90,184,45
2526,2017,53,6,57,83,11,55,85,197,45
2527,2017,40,14,94,159,9,54,72,143,84
2528,2017,12,5,33,78,12,15,55,138,31
2529,2017,4,3,26,40,1,8,16,59,14
2530,2017,65,7,65,233,27,39,188,440,104
2533,2017,19,10,58,53,12,12,11,23,27
2534,2017,53,22,46,102,16,48,89,264,77
2539,2017,14,1,40,68,6,17,38,89,23
2540,2017,6,7,42,44,8,27,30,57,17
2542,2017,2,0,3,1,0,2,1,5,2
2545,2017,6,0,5,5,4,1,0,2,0
2546,2017,79,15,77,101,53,77,108,226,127
2547,2017,15,7,88,75,13,25,67,183,31
2556,2017,0,0,0,0,0,0,0,0,0
2559,2017,7,0,4,9,2,5,1,9,5
2564,2017,68,2,52,54,11,41,36,101,62
2565,2017,0,0,0,0,0,0,0,0,0
2568,2017,73,3,77,84,52,74,125,279,127
2572,2017,1,0,4,6,0,4,12,21,3
2574,2017,21,15,56,78,11,36,34,112,19
2576,2017,19,12,75,145,13,31,113,194,38
2579,2017,96,0,40,100,37,56,145,397,87
2580,2017,16,4,39,69,8,23,41,88,41
2582,2017,7,25,70,86,3,24,16,48,10
2584,2017,23,2,44,41,9,28,51,128,46
2588,2017,24,7,51,78,12,30,57,149,59
2590,2017,1,0,2,0,0,2,1,3,0
2591,2017,1,0,4,3,1,1,2,6,6
2592,2017,49,12,88,115,10,49,101,251,37
2595,2017,7,5,30,41,6,6,13,25,34
2596,2017,41,18,108,213,8,80,182,340,139
2597,2017,31,4,93,143,13,51,121,246,62
2600,2017,7,1,15,23,11,10,10,39,10
2601,2017,13,9,31,33,5,12,28,56,18
2602,2017,1,0,0,6,0,0,2,2,1
2605,2017,25,2,26,25,5,30,27,52,14
2610,2017,0,0,0,2,0,0,0,1,0
2611,2017,18,6,37,69,5,13,36,81,30
2615,2017,0,0,0,0,0,0,0,0,0
2616,2017,15,2,51,98,3,23,46,77,37
2617,2017,25,5,28,43,13,17,38,77,40
2618,2017,0,0,0,2,1,1,0,6,2
2619,2017,48,7,65,91,14,24,73,172,54
2622,2017,131,5,76,84,43,72,93,215,56
2624,2017,97,1,62,122,34,66,152,334,96
2630,2017,85,12,85,144,33,77,169,425,154
2632,2017,31,3,69,80,21,35,88,247,25
2633,2017,3,10,45,58,1,21,29,48,13
2635,2017,11,3,20,37,7,15,26,54,21
2636,2017,29,7,76,133,28,46,72,190,67
2639,2017,1,8,26,33,2,10,16,21,32
2640,2017,27,7,37,25,22,30,45,95,29
2641,2017,107,5,81,92,37,105,140,361,178
2645,2017,24,13,110,154,14,40,61,94,50
2646,2017,21,0,40,20,15,27,55,152,16
2648,2017,0,0,0,1,0,0,0,0,0
2652,2017,43,26,94,217,49,52,124,280,55
2669,2017,12,1,23,26,4,15,32,75,23
2672,2017,54,3,69,84,26,54,134,313,86
2675,2017,63,0,56,42,18,34,37,113,33
2676,2017,13,11,86,106,8,35,67,112,46
2679,2017,9,0,12,14,3,8,3,25,3
2683,2017,1,2,33,25,4,6,17,30,16
2684,2017,0,0,8,14,0,2,5,13,2
2688,2017,4,0,5,12,1,4,6,22,3
2690,2017,30,31,108,167,16,64,168,283,185
2695,2017,37,7,65,176,17,58,94,232,99
2701,2017,5,2,16,32,3,22,15,54,26
2703,2017,11,7,56,57,10,15,18,72,24
2704,2017,89,2,81,64,59,81,131,315,103
2711,2017,15,2,43,23,6,4,32,68,6
2712,2017,41,7,84,88,23,58,59,134,55
2715,2017,34,4,52,102,28,31,81,201,30
2720,2017,1,0,5,6,0,3,6,12,2
2722,2017,6,9,23,47,1,14,17,28,8
2726,2017,3,7,30,37,1,8,16,30,22
2729,2017,10,20,69,110,11,26,49,124,39
2730,2017,87,2,56,74,33,50,90,258,51
2737,2017,51,1,33,95,23,26,39,105,25
2739,2017,0,0,1,1,0,2,2,7,0
2740,2017,32,9,43,86,15,29,45,89,37
2743,2017,21,16,75,151,9,37,65,145,70
2744,2017,53,2,48,92,29,54,130,318,140
2745,2017,19,1,52,67,17,24,95,254,43
2747,2017,58,1,45,47,11,51,77,178,41
2750,2017,0,0,0,0,1,1,0,1,0
2753,2017,7,4,32,89,4,16,42,72,34
2755,2017,25,0,18,22,4,10,9,33,10
2756,2017,0,0,0,0,0,0,0,0,0
2762,2017,0,0,2,0,0,0,0,0,0
2764,2017,3,0,7,9,0,3,9,18,0
2768,2017,55,3,56,62,28,38,90,193,35
2772,2017,150,0,86,121,50,93,168,407,115
2774,2017,76,13,54,165,38,46,126,325,48
2775,2017,28,1,44,30,11,33,25,88,21
2776,2017,5,8,61,63,1,7,22,47,21
2777,2017,35,3,47,46,19,47,62,218,76
2783,2017,14,35,112,183,11,44,90,151,49
2784,2017,48,27,112,212,15,71,181,343,189
2787,2017,119,2,81,127,26,74,141,357,159
2791,2017,0,0,1,0,0,0,0,1,0
2792,2017,2,7,32,26,2,11,16,35,8
2796,2017,1,4,21,23,4,8,9,11,4
2798,2017,9,17,58,100,9,18,45,78,24
2801,2017,61,2,85,90,20,49,133,281,102
2802,2017,53,65,93,293,24,49,146,238,143
2805,2017,72,6,87,104,63,41,95,238,26
2809,2017,91,13,83,188,31,59,237,485,187
2812,2017,53,14,62,240,15,50,210,431,219
